rule_id, collapses, edges_approx, total_cost, rule_details
7, 390, 0, 22489, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2417)  ('type_1'  'type_1')  ('type_1'  1796)  (226  2417)  (2071  226)  (1796  2461)  (2461  1874)  (1874  2071)]
1023, 165, 10, 11064, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1699)  ('type_1'  'type_1')  ('type_1'  1699)  (235  2426)  (1374  235)  (2426  1528)  (1699  1374)  (1855  1374)  (1528  1855)]
7, 8, 0, 10620, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2417)  ('type_1'  'type_1')  ('type_1'  1796)  (226  2417)  (2071  226)  (1796  2461)  (2461  1874)  (1874  2071)]
1023, 8, 0, 10072, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1699)  ('type_1'  'type_1')  ('type_1'  1699)  (235  2426)  (1374  235)  (2426  1528)  (1699  1374)  (1855  1374)  (1528  1855)]
1040, 16, 0, 9246, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2426)  ('type_1'  'type_1')  ('type_1'  1374)  (235  2426)  (1374  235)  (2426  1528)  (1855  1374)  (1528  1855)]
7, 1, 0, 9201, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2417)  ('type_1'  'type_1')  ('type_1'  1796)  (226  2417)  (2071  226)  (1796  2461)  (2461  1874)  (1874  2071)]
2, 6, 0, 9080, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2417)  ('type_1'  'type_1')  ('type_1'  1874)  (226  2417)  (2071  226)  (1874  2071)]
1, 7, 0, 9018, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2417)  ('type_1'  'type_1')  ('type_1'  2071)  (226  2417)  (2071  226)]
0, 15, 2, 9040, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2417)  ('type_1'  'type_1')  ('type_1'  226)  (226  2417)]
10083, 2, 0, 8946, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  481)  ('type_0'  28)  ('type_0'  661)  ('type_1'  'type_1')  ('type_1'  28)  ('type_1'  29)  (28  1727)  (1727  88)  (29  661)  (661  481)  (88  1727)  (481  88)  (481  661)]
98, 2, 0, 8959, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  63)  ('type_1'  'type_1')  ('type_1'  63)  (63  2145)  (2286  2145)]
16026, 1, 0, 8974, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1)  ('type_1'  'type_1')  (1  6)  (32  1)  (32  7)  (7  2394)  (2394  81)  (81  2394)]
1, 1, 0, 8971, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2417)  ('type_1'  'type_1')  ('type_1'  2071)  (226  2417)  (2071  226)]
Basic edge list: 44610 bits
Final compression: 8971 bits (20.109840842860343 percent)
Best compression: 8946 bits (20.053799596503026 percent) occurred with 2981 of 3000 nodes compressed (99.36666666666666 percent)

real	82m8.068s
user	82m0.976s
sys	0m4.777s
