rule_id, collapses, edges_approx, total_cost, rule_details
133, 22, 0, 43758, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  816)  ('type_1'  'type_1')  ('type_1'  2998)  (25  816)  (2548  25)  (1685  2548)  (2998  1685)]
122, 59, 0, 42100, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  816)  ('type_1'  'type_1')  ('type_1'  1685)  (25  816)  (2548  25)  (1685  2548)]
442, 18, 0, 41631, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  25)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  25)  (1685  2548)  (2998  1685)]
389, 14, 0, 41278, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  25)  ('type_1'  'type_1')  ('type_1'  1685)  (2548  25)  (2548  2080)  (1685  2548)]
616, 13, 0, 40954, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2671)  ('type_1'  'type_1')  ('type_1'  2955)  (523  2141)  (2671  2141)  (2955  2671)]
123, 14, 0, 40601, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2548)  ('type_1'  'type_1')  ('type_1'  1685)  (25  816)  (2548  25)  (1685  2548)]
347, 23, 12, 40023, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  960)  ('type_1'  'type_1')  ('type_1'  25)  (25  816)  (960  816)  (1776  960)]
122, 3, 0, 39948, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  816)  ('type_1'  'type_1')  ('type_1'  1685)  (25  816)  (2548  25)  (1685  2548)]
103, 12, 0, 39653, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2548)  ('type_1'  'type_1')  ('type_1'  2548)  (25  816)  (816  1365)  (2548  25)]
2, 232, 99, 36513, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  816)  ('type_1'  'type_1')  ('type_1'  2548)  (25  816)  (2548  25)]
368, 13, 2, 36195, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2585)  ('type_1'  'type_1')  ('type_1'  960)  (25  816)  (960  816)  (960  2585)]
144, 10, 0, 35958, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  960)  ('type_1'  'type_1')  ('type_1'  25)  (25  816)  (816  1365)  (960  816)]
347, 3, 0, 35883, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  960)  ('type_1'  'type_1')  ('type_1'  25)  (25  816)  (960  816)  (1776  960)]
455, 38, 0, 35356, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2141)  ('type_1'  'type_1')  ('type_1'  2141)  (523  2141)  (1674  523)]
3, 51, 6, 34652, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2548)  ('type_1'  'type_1')  ('type_1'  2548)  (25  816)  (2548  25)]
389, 3, 0, 34577, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  25)  ('type_1'  'type_1')  ('type_1'  1685)  (2548  25)  (2548  2080)  (1685  2548)]
616, 2, 0, 34531, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2671)  ('type_1'  'type_1')  ('type_1'  2955)  (523  2141)  (2671  2141)  (2955  2671)]
383, 58, 33, 33803, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1365)  ('type_1'  'type_1')  ('type_1'  816)  (25  816)  (816  1365)]
389, 3, 0, 33728, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  25)  ('type_1'  'type_1')  ('type_1'  1685)  (2548  25)  (2548  2080)  (1685  2548)]
388, 96, 59, 32508, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  25)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  25)  (2548  2080)]
123, 2, 0, 32462, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2548)  ('type_1'  'type_1')  ('type_1'  1685)  (25  816)  (2548  25)  (1685  2548)]
142, 12, 0, 32325, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  960)  ('type_1'  'type_1')  ('type_1'  25)  (25  816)  (960  816)]
144, 3, 0, 32250, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  960)  ('type_1'  'type_1')  ('type_1'  25)  (25  816)  (816  1365)  (960  816)]
142, 75, 53, 31296, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  960)  ('type_1'  'type_1')  ('type_1'  25)  (25  816)  (960  816)]
3, 26, 11, 30951, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2548)  ('type_1'  'type_1')  ('type_1'  2548)  (25  816)  (2548  25)]
455, 8, 0, 30843, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2141)  ('type_1'  'type_1')  ('type_1'  2141)  (523  2141)  (1674  523)]
616, 2, 0, 30797, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2671)  ('type_1'  'type_1')  ('type_1'  2955)  (523  2141)  (2671  2141)  (2955  2671)]
388, 21, 15, 30539, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  25)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  25)  (2548  2080)]
2, 6, 0, 30461, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  816)  ('type_1'  'type_1')  ('type_1'  2548)  (25  816)  (2548  25)]
383, 6, 0, 30383, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1365)  ('type_1'  'type_1')  ('type_1'  816)  (25  816)  (816  1365)]
374, 22, 0, 30096, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  816)  ('type_1'  'type_1')  ('type_1'  25)  (25  816)  (816  1365)]
635, 14, 0, 29929, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2137)  ('type_1'  'type_1')  ('type_1'  2137)  (1296  2137)  (1296  2448)]
368, 2, 0, 29883, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2585)  ('type_1'  'type_1')  ('type_1'  960)  (25  816)  (960  816)  (960  2585)]
141, 62, 43, 29125, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  816)  ('type_1'  'type_1')  ('type_1'  25)  (25  816)  (960  816)]
388, 5, 0, 29062, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  25)  ('type_1'  'type_1')  ('type_1'  2548)  (2548  25)  (2548  2080)]
