rule_id, collapses, edges_approx, total_cost, rule_details
665, 65, 0, 41014, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  691)  ('type_1'  'type_1')  ('type_1'  649)  (649  1553)  (1553  2801)  (1995  691)  (2801  1705)  (1705  1995)]
380, 51, 0, 38891, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2325)  ('type_1'  'type_1')  ('type_1'  1684)  (534  2803)  (2730  534)  (2803  2325)  (1684  2730)]
16, 127, 18, 35315, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  585)  ('type_1'  'type_1')  ('type_1'  557)  (362  585)  (2981  362)  (557  2981)]
206, 30, 1, 34501, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  830)  ('type_1'  'type_1')  ('type_1'  830)  (2392  830)  (1427  2693)  (2693  2392)]
20, 20, 0, 33974, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2981)  ('type_1'  'type_1')  ('type_1'  557)  (362  585)  (2981  362)  (557  2981)]
14, 17, 0, 33534, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  557)  ('type_1'  'type_1')  ('type_1'  557)  (362  585)  (2981  362)  (557  2981)]
132, 17, 0, 33094, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  557)  (2981  362)  (557  2981)  (824  557)]
174, 14, 0, 32741, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2506)  ('type_1'  'type_1')  ('type_1'  830)  (830  2506)  (2392  830)  (2693  2392)]
16, 4, 0, 32637, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  585)  ('type_1'  'type_1')  ('type_1'  557)  (362  585)  (2981  362)  (557  2981)]
6, 123, 0, 30835, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  585)  ('type_1'  'type_1')  ('type_1'  2981)  (362  585)  (2981  362)]
528, 11, 0, 30569, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  534)  ('type_1'  'type_1')  ('type_1'  534)  (534  1287)  (894  2422)  (2422  1287)]
20, 2, 0, 30523, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2981)  ('type_1'  'type_1')  ('type_1'  557)  (362  585)  (2981  362)  (557  2981)]
8, 75, 49, 29588, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2981)  ('type_1'  'type_1')  ('type_1'  2981)  (362  585)  (2981  362)]
174, 3, 0, 29513, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2506)  ('type_1'  'type_1')  ('type_1'  830)  (830  2506)  (2392  830)  (2693  2392)]
6, 10, 0, 29375, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  585)  ('type_1'  'type_1')  ('type_1'  2981)  (362  585)  (2981  362)]
5, 76, 46, 28416, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  362)  ('type_1'  'type_1')  ('type_1'  2981)  (362  585)  (2981  362)]
