rule_id, collapses, edges_approx, total_cost, rule_details
9, 213, 0, 32578, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2219)  ('type_1'  'type_1')  ('type_1'  1219)  (619  1879)  (1219  619)  (1879  2671)  (837  2219)  (2671  837)]
5, 120, 40, 27648, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  837)  ('type_1'  'type_1')  ('type_1'  1219)  (619  1879)  (1219  619)  (1879  2671)  (2671  837)]
42, 30, 9, 26464, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2656)  ('type_1'  'type_1')  ('type_1'  2656)  (1064  2189)  (2189  1273)  (2806  1064)  (1273  2656)]
3, 85, 25, 24127, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2671)  ('type_1'  'type_1')  ('type_1'  1219)  (619  1879)  (1219  619)  (1879  2671)]
27, 11, 0, 23724, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2219)  ('type_1'  'type_1')  ('type_1'  2671)  (619  1879)  (1879  2671)  (837  2219)  (2671  837)]
4, 13, 0, 23400, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2671)  ('type_1'  'type_1')  ('type_1'  2671)  (619  1879)  (1219  619)  (1879  2671)]
2, 94, 0, 22033, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1879)  ('type_1'  'type_1')  ('type_1'  1219)  (619  1879)  (1219  619)]
230, 81, 63, 21050, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1051)  ('type_1'  'type_1')  ('type_1'  1051)  (1937  86)  (1051  1937)]
30, 9, 0, 20842, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1462)  ('type_1'  'type_1')  ('type_1'  1462)  (619  1879)  (1879  2671)  (1462  2671)]
42, 1, 0, 20811, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2656)  ('type_1'  'type_1')  ('type_1'  2656)  (1064  2189)  (2189  1273)  (2806  1064)  (1273  2656)]
330, 13, 0, 20659, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1514)  ('type_1'  'type_1')  ('type_1'  594)  (594  1514)  (1514  1366)]
530, 8, 3, 20489, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1222)  ('type_1'  'type_1')  ('type_1'  2772)  (933  1222)  (933  2180)  (2772  1222)]
17, 9, 0, 20397, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2671)  ('type_1'  'type_1')  ('type_1'  2671)  (619  1879)  (1879  2671)]
2, 2, 0, 20379, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1879)  ('type_1'  'type_1')  ('type_1'  1219)  (619  1879)  (1219  619)]
44, 7, 0, 20317, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1273)  ('type_1'  'type_1')  ('type_1'  2189)  (1064  2189)  (2189  1273)]
454, 8, 0, 20240, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2535)  ('type_1'  'type_1')  ('type_1'  2535)  (2535  2060)  (2959  2060)]
0, 81, 0, 20192, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1733)  ('type_1'  'type_1')  ('type_1'  1184)  (1184  1733)]
453, 7, 0, 20130, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2535)  ('type_1'  'type_1')  ('type_1'  2480)  (2060  2480)  (2535  2060)]
0, 21, 12, 20145, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1733)  ('type_1'  'type_1')  ('type_1'  1184)  (1184  1733)]
454, 2, 0, 20127, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2535)  ('type_1'  'type_1')  ('type_1'  2535)  (2535  2060)  (2959  2060)]
458, 6, 0, 20080, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1075)  ('type_1'  'type_1')  ('type_1'  1075)  (1075  1315)  (1075  2458)]
50, 25, 6, 20100, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1671)  ('type_1'  'type_1')  ('type_1'  1671)  (1671  2366)]
453, 2, 0, 20082, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  2535)  ('type_1'  'type_1')  ('type_1'  2480)  (2060  2480)  (2535  2060)]
0, 28, 17, 20100, [('type_0'  'type_0')  ('type_0'  'type_1')  ('type_0'  1733)  ('type_1'  'type_1')  ('type_1'  1184)  (1184  1733)]
